StudentID,SchoolID,FirstName,LastName,DateOfBirth,Gender,EnrollmentDate,IsActive,EconomicStatus,ELL,SpecialEducation,IEPStatus,PerformanceLevel,AttendancePropensity
2038,6,Noah,Allen,2017-05-18,Female,2022-08-22,1,Free,0,0,No IEP,80,0.92
2039,6,Eden,Rodriguez,2012-09-18,Male,2024-04-07,1,Free,0,0,No IEP,63,0.94
2040,6,Dakota,Rodriguez,2007-11-25,Female,2023-01-12,1,Reduced,0,0,No IEP,65,0.89
2041,6,Oliver,White,2019-02-05,Female,2022-10-12,1,Reduced,0,0,No IEP,63,0.56
2042,6,Alex,Miller,2011-01-26,Other,2023-11-07,1,Free,0,1,No IEP,89,0.94
2043,6,Noah,Lee,2019-09-15,Male,2024-02-15,1,Full Price,0,0,No IEP,76,0.95
2044,6,Alex,Smith,2008-12-08,Male,2023-03-28,0,Full Price,0,0,Current IEP,20,0.75
2045,6,Bailey,Williams,2019-07-19,Other,2022-12-05,1,Free,0,0,No IEP,82,0.8
2046,6,Eden,Young,2016-12-05,Other,2023-04-20,1,Full Price,0,0,No IEP,45,0.75
2047,6,Parker,Martinez,2008-10-11,Female,2022-07-16,1,Free,1,0,No IEP,73,0.96
2048,6,Dakota,Allen,2009-02-22,Other,2023-05-22,0,Free,0,0,No IEP,58,0.77
2049,6,Jordan,Williams,2017-07-15,Other,2022-08-12,1,Reduced,0,0,No IEP,46,0.95
2050,6,Parker,Garcia,2020-09-09,Female,2022-12-21,1,Free,0,0,No IEP,71,0.97
2051,6,Parker,Garcia,2019-01-27,Male,2024-04-09,1,Reduced,0,0,No IEP,72,0.94
2052,6,Kendrick,Walker,2020-12-25,Female,2023-01-01,1,Reduced,1,0,No IEP,53,0.63
2053,6,Finley,Rodriguez,2019-10-21,Other,2022-09-18,1,Reduced,1,0,Current IEP,80,0.95
2054,6,Parker,White,2007-03-27,Female,2022-10-17,1,Reduced,0,0,Current IEP,76,0.77
2055,6,Noah,Davis,2006-05-21,Female,2022-11-27,1,Full Price,1,1,No IEP,47,0.93
2056,6,Noah,Garcia,2018-09-28,Female,2024-01-08,1,Full Price,0,0,No IEP,22,0.88
2057,6,Finley,Hall,2014-05-28,Other,2023-03-28,1,Free,1,0,No IEP,76,0.75
2058,6,Jordan,Young,2012-01-10,Male,2022-08-07,1,Free,1,0,No IEP,53,0.92
2059,6,Oliver,Walker,2018-11-20,Female,2023-11-06,1,Free,0,0,No IEP,66,0.75
2060,6,Alex,Brown,2009-12-23,Female,2023-09-15,1,Full Price,0,0,No IEP,92,0.94
2061,6,Isaiah,White,2019-05-20,Male,2023-08-28,1,Free,0,0,No IEP,70,0.78
2062,6,Kendrick,Johnson,2015-09-10,Male,2023-10-20,1,Reduced,0,0,No IEP,76,0.94
2063,6,Parker,Rodriguez,2017-01-05,Other,2023-02-22,1,Reduced,0,0,No IEP,80,0.88
2064,6,Harper,Young,2014-04-04,Other,2023-02-27,1,Free,0,0,No IEP,65,0.97
2065,6,Parker,Williams,2009-02-25,Female,2023-08-31,1,Full Price,0,0,No IEP,52,0.96
2066,6,Bailey,Jones,2020-09-24,Male,2023-08-09,0,Free,0,0,No IEP,78,0.73
2067,6,Harper,Walker,2019-07-09,Male,2023-07-26,1,Reduced,0,0,Current IEP,53,0.92
2068,6,Dakota,White,2006-03-21,Male,2023-12-01,1,Full Price,0,0,No IEP,51,0.95
2069,6,Eden,Garcia,2016-05-02,Female,2023-07-10,1,Full Price,0,0,No IEP,62,0.94
2070,6,Finley,Miller,2012-05-02,Other,2024-03-07,1,Full Price,0,0,Evaluation Pending,103,0.88
2071,6,Gabriel,Young,2016-05-17,Female,2023-10-07,1,Free,0,0,No IEP,45,0.58
2072,6,Jordan,Martinez,2009-08-12,Male,2023-10-30,1,Full Price,1,0,No IEP,90,0.98
2073,6,Eden,Garcia,2011-04-06,Female,2023-06-29,1,Free,1,0,No IEP,69,0.81
2074,6,Casey,Williams,2015-05-23,Male,2024-02-07,1,Full Price,0,0,No IEP,96,0.77
2075,6,Kendrick,Rodriguez,2008-03-05,Female,2023-10-16,1,Free,0,1,No IEP,46,0.68
2076,6,Kendrick,Johnson,2008-11-19,Female,2024-03-28,1,Reduced,0,0,No IEP,11,0.92
2077,6,Morgan,Rodriguez,2011-01-25,Other,2023-05-01,1,Full Price,0,0,No IEP,37,0.54
2078,6,Morgan,Johnson,2011-03-16,Male,2023-10-17,1,Reduced,0,0,No IEP,64,0.9
2079,6,Oliver,Miller,2012-09-24,Other,2024-03-15,1,Free,0,0,No IEP,63,0.94
2080,6,Kendrick,Garcia,2008-12-06,Male,2022-09-24,1,Full Price,0,0,No IEP,42,0.69
2081,6,Eden,Martinez,2015-06-13,Female,2023-07-31,1,Reduced,0,0,No IEP,90,0.8
2082,6,Logan,Miller,2009-06-18,Other,2022-08-04,1,Full Price,0,0,No IEP,54,0.9
2083,6,Kendrick,White,2015-06-19,Female,2023-05-17,1,Reduced,0,0,No IEP,81,0.96
2084,6,Jordan,Hall,2009-11-15,Female,2023-11-20,1,Reduced,0,0,No IEP,83,0.93
2085,6,Alex,Garcia,2014-06-27,Male,2023-09-12,1,Free,0,0,No IEP,86,0.71
2086,6,Noah,Young,2016-07-21,Other,2024-02-09,0,Reduced,0,0,No IEP,80,0.83
2087,6,Eden,Smith,2011-07-11,Female,2022-10-20,1,Reduced,1,0,No IEP,67,0.9
2088,6,Kendrick,Allen,2009-09-08,Other,2023-07-24,1,Reduced,0,0,No IEP,93,0.91
2089,6,Oliver,Hall,2007-05-10,Male,2023-11-16,1,Reduced,0,1,Evaluation Pending,45,0.97
2090,6,Alex,Walker,2017-07-20,Other,2024-04-24,1,Free,1,0,No IEP,61,0.81
2091,6,Casey,Rodriguez,2015-10-06,Male,2022-07-26,1,Reduced,1,0,No IEP,14,0.71
2092,6,Alex,Miller,2020-02-12,Other,2023-08-27,1,Reduced,0,0,No IEP,31,0.88
2093,6,Logan,Brown,2012-05-24,Male,2023-02-24,1,Reduced,0,1,No IEP,105,0.91
2094,6,Logan,Miller,2014-05-04,Male,2023-04-23,1,Reduced,0,0,No IEP,35,0.89
2095,6,Oliver,Jones,2017-06-24,Male,2022-12-31,1,Full Price,0,0,No IEP,45,0.72
2096,6,Harper,Allen,2020-01-04,Other,2024-05-04,0,Full Price,0,0,No IEP,76,0.88
2097,6,Oliver,Brown,2007-10-05,Other,2022-09-28,1,Full Price,0,0,No IEP,104,0.7
2098,6,Bailey,Jones,2010-07-14,Female,2024-03-07,1,Reduced,0,0,No IEP,59,0.74
2099,6,Oliver,Jones,2019-05-07,Male,2023-04-17,1,Reduced,0,0,No IEP,84,0.97
2100,6,Logan,Williams,2013-12-23,Male,2023-02-10,1,Full Price,0,0,No IEP,60,0.93
2101,6,Kendrick,Brown,2014-11-05,Female,2023-11-22,1,Full Price,1,0,Current IEP,76,0.96
2102,6,Finley,White,2012-07-16,Male,2022-10-02,1,Free,0,0,No IEP,61,0.67
2103,6,Alex,Smith,2009-11-02,Female,2022-10-05,1,Free,0,0,No IEP,75,0.92
2104,6,Jordan,Rodriguez,2016-02-19,Other,2022-08-27,1,Full Price,0,0,No IEP,40,0.62
2105,6,Dakota,Rodriguez,2012-10-18,Male,2024-04-05,1,Reduced,0,0,No IEP,62,0.81
2106,6,Bailey,Martinez,2007-04-27,Female,2023-02-19,1,Full Price,0,1,No IEP,69,0.8
2107,6,Bailey,Miller,2011-07-16,Female,2022-08-03,1,Reduced,0,0,Current IEP,92,0.79
2108,6,Eden,White,2019-01-17,Male,2023-10-29,1,Reduced,1,0,No IEP,85,0.83
2109,6,Dakota,Hall,2013-01-20,Other,2022-11-19,1,Reduced,0,0,No IEP,30,0.9
2110,6,Harper,Rodriguez,2018-12-22,Other,2023-05-28,1,Free,1,0,No IEP,36,0.78
2111,6,Morgan,Smith,2017-12-28,Male,2023-12-04,1,Free,0,0,No IEP,107,0.89
2112,6,Gabriel,Young,2008-05-12,Male,2024-02-21,1,Full Price,0,0,No IEP,79,0.93
2113,6,Bailey,Johnson,2014-09-11,Female,2023-02-28,1,Full Price,0,0,No IEP,64,0.9
2114,6,Kendrick,Garcia,2009-04-10,Female,2024-02-07,1,Reduced,0,0,Current IEP,63,0.73
2115,6,Noah,Lee,2008-09-20,Female,2024-01-31,1,Free,0,0,No IEP,86,0.95
2116,6,Kendrick,Smith,2011-12-08,Other,2022-11-06,1,Free,0,0,No IEP,49,0.82
2117,6,Kendrick,Davis,2012-03-22,Other,2022-09-15,1,Free,1,0,No IEP,88,0.91
2118,6,Alex,Williams,2013-06-02,Other,2024-05-07,1,Reduced,0,0,Current IEP,69,0.72
2119,6,Parker,Brown,2010-05-21,Female,2023-07-03,1,Reduced,1,0,No IEP,29,0.79
2120,6,Noah,Young,2020-08-28,Female,2023-07-14,1,Free,0,0,No IEP,42,0.9
2121,6,Isaiah,White,2018-05-03,Female,2022-08-11,1,Free,0,0,No IEP,76,0.95
2122,6,Kendrick,Williams,2012-08-17,Male,2023-03-26,1,Reduced,0,0,No IEP,74,0.82
2123,6,Bailey,Jones,2012-06-14,Other,2024-03-16,1,Free,0,0,No IEP,56,0.93
2124,6,Harper,Rodriguez,2020-08-25,Male,2023-03-15,1,Free,0,0,No IEP,87,0.94
2125,6,Morgan,White,2018-06-13,Male,2024-01-15,1,Full Price,0,0,No IEP,62,0.92
2126,6,Jordan,Garcia,2018-03-22,Male,2023-07-17,1,Free,1,0,No IEP,78,0.85
2127,6,Morgan,Garcia,2019-08-02,Female,2023-04-13,1,Reduced,0,0,No IEP,53,0.85
2128,6,Oliver,Davis,2014-09-11,Female,2023-02-18,1,Full Price,0,1,No IEP,25,0.6
2129,6,Bailey,Young,2018-07-07,Female,2023-09-02,1,Free,0,0,No IEP,88,0.75
2130,6,Casey,White,2007-04-13,Female,2023-05-31,1,Free,0,0,No IEP,67,0.96
2131,6,Morgan,Allen,2006-08-13,Male,2022-08-08,1,Free,1,0,No IEP,101,0.96
2132,6,Morgan,Young,2016-02-21,Female,2022-08-18,1,Reduced,0,0,No IEP,44,0.8
2133,6,Harper,Young,2011-04-09,Female,2023-11-30,1,Full Price,0,0,No IEP,45,0.62
2134,6,Alex,Young,2007-01-14,Female,2023-06-05,1,Reduced,0,0,No IEP,98,0.67
2135,6,Alex,Davis,2009-06-08,Male,2024-02-15,1,Reduced,0,0,No IEP,86,0.74
2136,6,Oliver,White,2006-01-08,Male,2024-02-12,1,Reduced,0,0,No IEP,44,0.59
2137,6,Morgan,White,2011-10-17,Other,2022-11-06,1,Full Price,0,0,No IEP,40,0.91
2138,6,Eden,Allen,2016-08-25,Male,2023-07-22,1,Reduced,0,0,No IEP,104,0.97
2139,6,Kendrick,Johnson,2008-07-20,Other,2022-10-08,1,Full Price,1,0,No IEP,59,0.72
2140,6,Bailey,Brown,2013-06-01,Other,2024-01-08,1,Reduced,0,0,No IEP,91,0.88
2141,6,Alex,Lee,2012-11-23,Female,2024-03-05,1,Reduced,1,0,No IEP,60,0.85
2142,6,Logan,Martinez,2019-10-11,Other,2023-08-18,1,Reduced,0,0,No IEP,43,0.84
2143,6,Morgan,Rodriguez,2013-02-16,Other,2022-09-23,1,Full Price,0,1,No IEP,81,0.96
2144,6,Alex,Brown,2011-02-11,Other,2022-10-15,1,Reduced,1,0,No IEP,53,0.7
2145,6,Dakota,Walker,2010-04-11,Male,2023-05-18,1,Full Price,0,0,No IEP,73,0.83
2146,6,Alex,Rodriguez,2018-10-16,Male,2023-06-07,1,Free,0,0,No IEP,102,0.8
2147,6,Jordan,Brown,2007-02-21,Other,2022-06-25,1,Free,1,1,No IEP,63,0.91
2148,6,Kendrick,Hall,2018-09-23,Male,2022-10-09,1,Full Price,0,0,No IEP,36,0.58
2149,6,Gabriel,Johnson,2018-04-16,Male,2022-12-14,1,Reduced,0,0,No IEP,78,0.89
2150,6,Isaiah,Smith,2014-12-19,Female,2022-11-03,1,Free,0,0,No IEP,64,0.73
2151,6,Dakota,Jones,2014-11-07,Other,2024-02-11,1,Full Price,1,0,No IEP,56,0.97
2152,6,Oliver,Johnson,2011-02-27,Male,2023-12-07,1,Reduced,1,0,No IEP,53,0.76
2153,6,Kendrick,Jones,2013-11-14,Male,2023-03-10,1,Free,0,0,No IEP,31,0.56
2154,6,Morgan,Lee,2014-06-21,Female,2024-02-24,1,Full Price,0,0,No IEP,90,0.89
2155,6,Bailey,Lee,2009-04-17,Other,2023-04-23,1,Reduced,0,1,No IEP,61,0.91
2156,6,Casey,Smith,2011-12-17,Female,2024-05-17,1,Free,0,0,No IEP,74,0.94
2157,6,Casey,Rodriguez,2011-10-12,Other,2022-10-06,1,Free,0,0,No IEP,35,0.68
2158,6,Bailey,Garcia,2008-01-05,Other,2024-01-04,1,Full Price,0,0,No IEP,33,0.91
2159,6,Jordan,Walker,2016-07-05,Other,2022-07-31,1,Free,1,0,No IEP,54,0.91
2160,6,Alex,Walker,2009-06-22,Other,2024-05-08,1,Free,0,0,Current IEP,11,0.74
2161,6,Finley,Walker,2008-07-22,Other,2023-03-14,1,Full Price,1,0,No IEP,24,0.76
2162,6,Bailey,Young,2013-02-04,Other,2023-03-07,1,Reduced,1,0,No IEP,89,0.93
2163,6,Logan,Davis,2008-04-21,Other,2024-01-14,1,Free,0,0,No IEP,21,0.96
2164,6,Noah,White,2007-01-16,Male,2023-04-04,1,Full Price,0,0,Current IEP,91,0.92
2165,6,Morgan,Smith,2018-03-13,Female,2024-02-02,1,Reduced,0,0,No IEP,37,0.77
2166,6,Logan,Smith,2014-09-22,Male,2022-11-21,1,Reduced,0,1,Current IEP,84,0.95
2167,6,Jordan,Davis,2019-08-20,Male,2023-01-01,1,Reduced,1,0,No IEP,64,0.89
2168,6,Oliver,Young,2018-05-19,Female,2023-02-10,1,Reduced,0,0,No IEP,38,0.76
2169,6,Gabriel,Lee,2009-05-21,Other,2023-09-19,1,Reduced,0,0,No IEP,71,0.82
2170,6,Alex,Williams,2013-08-07,Male,2022-09-17,1,Free,0,0,No IEP,80,0.92
2171,6,Finley,Lee,2008-02-16,Female,2024-02-03,1,Reduced,0,0,No IEP,79,0.92
2172,6,Casey,Smith,2010-07-10,Other,2023-12-17,1,Reduced,0,0,No IEP,84,0.91
2173,6,Harper,Garcia,2019-02-24,Other,2024-02-05,1,Reduced,0,0,No IEP,88,0.88
2174,6,Isaiah,Martinez,2011-11-12,Male,2024-05-23,1,Free,0,1,Current IEP,65,0.97
2175,6,Harper,Garcia,2006-02-27,Female,2024-04-20,1,Full Price,0,0,No IEP,82,0.94
2176,6,Finley,Garcia,2015-01-16,Male,2023-11-23,1,Free,0,1,No IEP,96,0.93
2177,6,Jordan,Garcia,2008-09-24,Female,2023-12-07,0,Reduced,0,0,No IEP,47,0.84
2178,6,Finley,Jones,2016-04-17,Male,2022-11-29,1,Full Price,1,0,No IEP,63,0.65
2179,6,Bailey,Martinez,2010-02-23,Male,2023-08-05,1,Free,0,0,No IEP,80,0.9
2180,6,Bailey,Rodriguez,2013-08-22,Female,2022-10-03,1,Free,0,0,No IEP,59,0.71
2181,6,Noah,Young,2016-01-11,Male,2023-05-15,1,Reduced,0,0,Current IEP,51,0.71
2182,6,Logan,Williams,2019-02-19,Other,2023-11-15,0,Reduced,0,0,No IEP,104,0.91
2183,6,Oliver,Garcia,2008-10-03,Female,2022-07-05,1,Full Price,0,0,No IEP,69,0.89
2184,6,Parker,Garcia,2008-03-22,Female,2023-06-03,1,Full Price,0,0,No IEP,54,0.92
2185,6,Gabriel,White,2019-09-07,Female,2023-09-26,1,Free,0,0,No IEP,60,0.94
2186,6,Eden,White,2012-06-01,Other,2022-12-07,1,Reduced,0,0,No IEP,68,0.97
2187,6,Finley,White,2015-10-08,Other,2023-12-17,1,Free,0,0,No IEP,73,0.77
2188,6,Gabriel,Jones,2010-05-01,Other,2022-10-18,1,Full Price,0,0,No IEP,52,0.92
2189,6,Bailey,Martinez,2011-01-20,Male,2022-09-06,1,Reduced,0,0,No IEP,66,0.63
2190,6,Finley,Jones,2011-02-26,Female,2024-01-15,1,Free,0,0,No IEP,45,0.53
2191,6,Casey,Allen,2019-01-18,Female,2022-10-10,1,Full Price,0,0,No IEP,42,0.84
2192,6,Morgan,Hall,2009-12-10,Female,2023-11-02,1,Reduced,0,0,Current IEP,76,0.7
2193,6,Bailey,Allen,2016-04-14,Other,2024-05-21,1,Full Price,0,0,No IEP,63,0.72
2194,6,Noah,Young,2012-07-02,Other,2023-02-10,1,Free,0,0,No IEP,96,0.92
2195,6,Dakota,Allen,2018-03-14,Male,2023-06-04,1,Reduced,0,0,No IEP,74,0.95
2196,6,Casey,Smith,2008-04-09,Female,2023-12-28,1,Reduced,1,0,No IEP,32,0.53
2197,6,Kendrick,Williams,2011-04-11,Other,2022-11-18,1,Free,0,0,No IEP,58,0.93
2198,6,Isaiah,Young,2017-11-03,Other,2023-03-01,1,Free,0,0,No IEP,109,0.94
2199,6,Eden,Martinez,2014-06-25,Other,2023-12-06,1,Free,0,0,No IEP,51,0.92
2200,6,Gabriel,Brown,2016-05-11,Male,2022-11-01,1,Free,0,0,Current IEP,61,0.8
2201,6,Alex,White,2007-11-26,Other,2023-10-09,1,Free,1,0,No IEP,64,0.71
2202,6,Alex,Hall,2006-10-25,Female,2023-03-24,1,Reduced,0,0,No IEP,75,0.66
2203,6,Oliver,Lee,2007-12-23,Other,2022-11-04,1,Free,0,1,No IEP,69,0.94
2204,6,Noah,Brown,2007-05-23,Male,2022-09-10,1,Reduced,0,1,No IEP,85,0.97
2205,6,Logan,Johnson,2013-10-12,Female,2024-01-17,1,Reduced,1,0,No IEP,87,0.91
2206,6,Jordan,Miller,2008-06-18,Other,2022-12-22,1,Free,0,0,No IEP,82,0.97
2207,6,Isaiah,Davis,2018-08-23,Female,2023-02-02,1,Reduced,0,1,No IEP,68,0.97
2208,6,Bailey,Allen,2007-11-19,Other,2023-03-04,1,Reduced,0,0,No IEP,63,0.57
2209,6,Jordan,Davis,2009-02-10,Other,2024-03-23,1,Free,0,0,No IEP,77,0.93
2210,6,Alex,Walker,2019-03-24,Other,2024-04-21,1,Reduced,0,0,No IEP,77,0.72
2211,6,Parker,Lee,2011-02-22,Other,2023-09-10,0,Free,0,0,No IEP,96,0.96
2212,6,Bailey,Martinez,2020-02-23,Other,2024-02-14,1,Free,0,0,No IEP,74,0.9
2213,6,Isaiah,Young,2008-03-20,Other,2023-07-04,1,Free,0,0,No IEP,33,0.5
2214,6,Eden,Hall,2009-04-07,Male,2022-08-31,1,Free,0,0,No IEP,19,0.6
2215,6,Bailey,Brown,2010-07-26,Male,2023-03-27,1,Full Price,0,0,No IEP,59,0.54
2216,6,Gabriel,Miller,2015-05-23,Other,2024-04-12,1,Full Price,0,1,No IEP,49,0.85
2217,6,Gabriel,Garcia,2019-04-03,Other,2023-02-15,1,Reduced,0,0,No IEP,32,0.52
2218,6,Alex,Jones,2016-11-26,Female,2024-04-27,1,Full Price,0,0,No IEP,70,0.97
2219,6,Morgan,Garcia,2016-05-26,Male,2024-03-20,1,Free,0,0,No IEP,99,0.9
2220,6,Logan,White,2009-03-17,Female,2024-03-13,1,Reduced,0,0,No IEP,65,0.74
2221,6,Jordan,Johnson,2020-03-23,Female,2024-02-23,1,Free,0,0,No IEP,17,0.73
2222,6,Logan,Rodriguez,2014-05-25,Female,2023-05-20,1,Free,0,1,No IEP,75,0.88
2223,6,Kendrick,Johnson,2011-03-12,Female,2024-02-07,1,Reduced,0,0,No IEP,88,0.77
2224,6,Oliver,Garcia,2006-10-11,Female,2023-10-24,1,Free,0,0,No IEP,44,0.89
2225,6,Dakota,Young,2006-07-14,Female,2022-08-04,1,Reduced,0,0,No IEP,29,0.84
2226,6,Morgan,Walker,2012-07-06,Male,2023-12-12,1,Free,0,0,No IEP,33,0.75
2227,6,Finley,Walker,2015-07-10,Other,2022-10-22,1,Reduced,0,0,No IEP,54,0.91
2228,6,Noah,Martinez,2011-06-03,Male,2022-07-15,1,Reduced,0,0,Evaluation Pending,57,0.88
2229,6,Bailey,Rodriguez,2011-12-13,Female,2023-03-29,1,Reduced,0,0,No IEP,60,0.9
2230,6,Alex,Garcia,2019-03-11,Male,2023-11-19,1,Full Price,0,0,No IEP,60,0.72
2231,6,Dakota,Rodriguez,2019-09-15,Female,2022-07-06,1,Reduced,1,0,No IEP,84,0.92
2232,6,Jordan,Williams,2015-07-19,Female,2023-06-23,1,Free,0,0,No IEP,58,0.81
2233,6,Jordan,Young,2008-04-25,Male,2024-01-09,1,Free,0,0,No IEP,77,0.91
2234,6,Dakota,Young,2006-11-09,Male,2022-10-24,0,Reduced,0,0,No IEP,71,0.51
2235,6,Casey,Garcia,2010-09-21,Female,2022-07-06,1,Reduced,0,0,No IEP,105,0.91
2236,6,Oliver,Smith,2011-08-27,Other,2024-04-19,1,Reduced,1,0,No IEP,74,0.98
2237,6,Morgan,Lee,2020-06-19,Female,2022-07-08,1,Free,0,1,No IEP,64,0.96
2238,6,Noah,Smith,2015-09-21,Male,2024-01-11,1,Free,1,0,No IEP,96,0.95
2239,6,Parker,Miller,2007-12-09,Other,2022-07-21,1,Free,0,0,No IEP,49,0.55
2240,6,Parker,Smith,2009-02-18,Other,2023-01-22,1,Full Price,0,0,No IEP,58,0.74
2241,6,Oliver,Smith,2017-11-15,Male,2023-10-01,1,Reduced,0,0,No IEP,57,0.83
2242,6,Eden,Garcia,2014-01-10,Female,2023-01-14,1,Reduced,0,0,No IEP,89,0.96
2243,6,Eden,Lee,2013-10-19,Male,2022-12-14,0,Full Price,0,0,No IEP,88,0.97
2244,6,Parker,Martinez,2010-04-09,Male,2024-02-15,1,Full Price,1,0,No IEP,61,0.82
2245,6,Bailey,Williams,2015-11-11,Male,2023-12-02,1,Full Price,0,0,No IEP,51,0.9
2246,6,Eden,Martinez,2010-01-15,Other,2023-04-07,1,Free,0,0,No IEP,41,0.77
2247,6,Isaiah,Hall,2012-09-23,Other,2023-12-20,1,Reduced,0,1,No IEP,82,0.95
2248,6,Oliver,Jones,2010-11-25,Male,2022-12-21,1,Free,0,0,No IEP,99,0.91
2249,6,Noah,Walker,2013-08-10,Other,2023-05-21,1,Free,0,0,No IEP,69,0.88
2250,6,Casey,White,2014-09-10,Male,2022-12-18,1,Full Price,1,0,No IEP,66,0.91
2251,6,Dakota,Walker,2015-05-27,Male,2022-12-30,1,Free,0,0,Evaluation Pending,58,0.9
2252,6,Eden,Johnson,2006-08-10,Male,2023-10-29,1,Free,0,1,No IEP,83,0.89
2253,6,Logan,Garcia,2019-02-01,Other,2023-03-12,1,Reduced,0,0,No IEP,53,0.84
2254,6,Logan,Brown,2020-12-02,Other,2022-11-12,1,Full Price,0,0,No IEP,92,0.69
2255,6,Harper,Rodriguez,2017-03-25,Other,2022-07-10,0,Free,0,0,No IEP,31,0.66
2256,6,Isaiah,Johnson,2020-10-22,Male,2023-07-03,1,Free,0,0,Current IEP,54,0.91
2257,6,Harper,Smith,2019-11-17,Other,2024-04-22,1,Reduced,0,0,No IEP,99,0.95
2258,6,Noah,Williams,2009-01-05,Female,2022-10-16,1,Reduced,0,0,No IEP,87,0.89
2259,6,Eden,Miller,2018-02-03,Other,2023-12-10,1,Reduced,0,0,No IEP,104,0.92
2260,6,Eden,Davis,2020-02-13,Male,2024-03-28,1,Reduced,1,0,No IEP,98,0.92
2261,6,Oliver,Williams,2012-12-23,Other,2023-03-31,1,Full Price,0,0,No IEP,85,0.91
2262,6,Dakota,Williams,2006-03-20,Other,2023-11-26,1,Free,0,0,No IEP,39,0.61
2263,6,Logan,Garcia,2006-03-19,Male,2023-12-19,1,Full Price,0,0,No IEP,63,0.92
2264,6,Gabriel,Hall,2017-06-08,Female,2022-07-06,1,Full Price,0,0,Current IEP,56,0.89
2265,6,Casey,White,2013-05-21,Female,2023-12-13,1,Free,0,0,Current IEP,104,0.93
2266,6,Bailey,Hall,2018-05-08,Female,2023-12-30,1,Full Price,0,0,No IEP,52,0.75
2267,6,Harper,Walker,2016-03-03,Male,2023-11-13,1,Reduced,0,0,No IEP,58,0.84
2268,6,Alex,Davis,2010-06-17,Other,2024-05-20,1,Full Price,0,0,Current IEP,30,0.55
2269,6,Jordan,Garcia,2012-11-19,Other,2023-08-31,1,Reduced,0,0,No IEP,58,0.96
2270,6,Noah,White,2018-03-25,Female,2023-01-22,1,Full Price,1,0,No IEP,58,0.98
2271,6,Jordan,Allen,2012-08-03,Other,2023-03-02,1,Reduced,0,0,No IEP,69,0.89
2272,6,Casey,White,2013-06-15,Male,2024-02-06,1,Full Price,1,0,No IEP,10,0.65
2273,6,Jordan,Williams,2009-11-02,Male,2022-06-24,1,Free,0,0,No IEP,71,0.96
2274,6,Harper,White,2009-01-20,Female,2023-12-19,1,Free,0,0,No IEP,78,0.74
2275,6,Bailey,Williams,2013-01-01,Female,2023-09-28,1,Full Price,0,0,No IEP,61,0.66
2276,6,Morgan,Brown,2015-01-17,Female,2023-02-06,1,Full Price,1,0,No IEP,28,0.76
2277,6,Kendrick,Brown,2007-12-02,Male,2024-05-18,1,Full Price,0,0,Current IEP,92,0.89
2278,6,Casey,Johnson,2017-02-10,Other,2023-05-03,1,Free,0,0,No IEP,74,0.72
2279,6,Morgan,Brown,2019-07-15,Male,2023-11-23,1,Full Price,0,0,No IEP,72,0.94
2280,6,Eden,Lee,2011-05-21,Other,2023-09-08,1,Reduced,0,0,Current IEP,89,0.91
2281,6,Kendrick,Rodriguez,2006-09-15,Female,2023-12-02,1,Full Price,0,0,No IEP,54,0.72
2282,6,Oliver,Martinez,2012-05-17,Male,2024-02-22,1,Reduced,0,0,No IEP,79,0.72
2283,6,Noah,Garcia,2006-10-13,Male,2024-04-10,1,Full Price,0,0,Current IEP,94,0.9
2284,6,Kendrick,Martinez,2010-12-10,Female,2022-09-08,1,Reduced,0,0,No IEP,70,0.95
2285,6,Gabriel,Jones,2016-03-26,Female,2023-02-18,1,Reduced,0,0,No IEP,33,0.77
2286,6,Gabriel,Smith,2010-12-01,Male,2024-01-14,1,Full Price,0,0,No IEP,64,0.82
2287,6,Harper,Miller,2020-06-13,Female,2022-10-26,1,Free,1,0,No IEP,53,0.78
2288,6,Alex,Brown,2017-04-08,Other,2023-03-26,1,Free,0,1,No IEP,87,0.91
2289,6,Eden,Miller,2013-02-12,Male,2023-01-17,1,Free,1,0,No IEP,101,0.83
2290,6,Eden,Brown,2017-06-03,Male,2023-04-06,1,Reduced,0,1,No IEP,59,0.76
2291,6,Eden,Young,2019-11-14,Other,2023-08-27,1,Free,0,0,No IEP,50,0.93
2292,6,Harper,White,2020-02-09,Male,2023-12-08,1,Full Price,0,0,No IEP,97,0.9
2293,6,Casey,Allen,2015-08-10,Other,2023-10-11,1,Reduced,0,0,Current IEP,16,0.66
2294,6,Parker,Garcia,2019-11-10,Female,2024-04-02,1,Reduced,0,0,No IEP,54,0.74
2295,6,Morgan,Brown,2008-02-25,Female,2023-08-04,1,Free,0,0,No IEP,54,0.95
2296,6,Gabriel,Davis,2016-10-11,Male,2024-04-22,1,Reduced,1,0,No IEP,87,0.93
2297,6,Parker,Miller,2008-02-06,Female,2022-07-24,1,Free,0,0,No IEP,55,0.62
2298,6,Jordan,Garcia,2009-02-11,Male,2024-02-17,1,Reduced,0,0,Current IEP,81,0.92
2299,6,Casey,Johnson,2013-06-26,Female,2024-03-14,1,Full Price,0,0,No IEP,61,0.98
2300,6,Eden,Allen,2020-11-18,Other,2023-01-15,1,Reduced,0,0,No IEP,46,0.54
2301,6,Morgan,Hall,2011-10-19,Male,2024-02-09,1,Reduced,0,0,Current IEP,56,0.82
2302,6,Casey,Lee,2017-07-25,Other,2023-04-15,1,Free,0,0,No IEP,69,0.74
